,Country Name,Regional Indicator,Year,Life Ladder,Log GDP Per Capita,Social Support,Healthy Life Expectancy At Birth,Freedom To Make Life Choices,Generosity,Perceptions Of Corruption,Positive Affect,Negative Affect,Confidence In National Government
1012,Kazakhstan,Commonwealth of Independent States,2021,6.259634018,10.17009354,0.906053364,65.80000305,0.807489097,0.03642213,0.782494009,0.662836969,0.122301146,0.535169721
1013,Kazakhstan,Commonwealth of Independent States,2022,6.006279469,10.18687248,0.923373282,66.19999695,0.882937968,0.02240829,0.720168531,0.652438104,0.131948695,
1031,Kosovo,Central and Eastern Europe,2007,5.103906155,,0.847811699,,0.381363839,,0.894462228,0.613723099,0.236699477,0.375601441
1032,Kosovo,Central and Eastern Europe,2008,5.521659851,8.858290672,0.883842647,,,0.096545473,0.849059165,0.49964574,0.317827791,0.549437702
1033,Kosovo,Central and Eastern Europe,2009,5.891432762,8.899381638,0.830426514,,0.506415069,0.205565333,0.967838585,0.527557135,0.168829754,
1034,Kosovo,Central and Eastern Europe,2010,5.17660141,8.939566612,0.707958877,,0.451443791,0.173605993,0.967271745,0.672982872,0.117717423,
1035,Kosovo,Central and Eastern Europe,2011,4.859501839,8.992258072,0.75910157,,0.588978767,0.006247061,0.919211984,0.603739738,0.12443766,
1036,Kosovo,Central and Eastern Europe,2012,5.639588356,9.000282288,0.757147133,,0.635793388,0.030489134,0.94965142,0.561853766,0.099630386,0.31239897
1037,Kosovo,Central and Eastern Europe,2013,6.125758171,9.046239853,0.720750391,,0.568463147,0.116872869,0.935094595,0.64995712,0.202731237,0.361421138
1038,Kosovo,Central and Eastern Europe,2014,5.000375271,9.082123756,0.705632329,,0.44139123,0.012549499,0.775200605,0.551718652,0.205950245,0.344450057
1039,Kosovo,Central and Eastern Europe,2015,5.077460766,9.153251648,0.805270791,,0.561048269,0.180007473,0.850647092,0.684578478,0.179988816,0.328998387
1040,Kosovo,Central and Eastern Europe,2016,5.759412289,9.213439941,0.82380271,,0.827398598,0.122952193,0.940897942,0.588412583,0.14960672,0.313764572
1041,Kosovo,Central and Eastern Europe,2017,6.149199963,9.253032684,0.792087257,,0.857676744,0.114815354,0.92519182,0.616912186,0.185879096,0.298196137
1042,Kosovo,Central and Eastern Europe,2018,6.391825676,9.28314209,0.82240653,,0.88973701,0.266691327,0.922078192,0.642223597,0.170248464,0.347546548
1043,Kosovo,Central and Eastern Europe,2019,6.425144196,9.334190369,0.842511177,,0.841189623,0.244229168,0.920297265,0.611600041,0.140792355,0.308195412
1044,Kosovo,Central and Eastern Europe,2020,6.294414043,9.278607368,0.792374492,,0.879837573,0.304365307,0.90989387,0.592677712,0.201458037,0.247848466
1045,Kosovo,Central and Eastern Europe,2021,6.648499489,9.382963181,0.848838627,,0.84011656,0.260641217,0.842378795,0.578284323,0.116078317,0.577198744
1046,Kosovo,Central and Eastern Europe,2022,6.159853458,9.415708542,0.887639105,,0.864865899,0.211152077,0.845950305,0.549290001,0.142420337,
1058,Kyrgyzstan,Commonwealth of Independent States,2006,4.641398907,8.185375214,0.844136536,59.91999817,0.677571654,-0.142216817,0.878633499,0.554507732,0.159482509,0.48456654
1059,Kyrgyzstan,Commonwealth of Independent States,2007,4.697761536,8.257814407,0.833097875,60.34000015,0.683523118,-0.093482301,0.929054797,0.589768171,0.12950258,0.45403108
1060,Kyrgyzstan,Commonwealth of Independent States,2008,4.736588001,8.328985214,0.792132616,60.75999832,0.719029367,-0.101963982,0.922627032,0.593905568,0.146871641,0.457722664
1061,Kyrgyzstan,Commonwealth of Independent States,2009,5.06905365,8.345366478,0.854935646,61.18000031,0.698919952,-0.14207527,0.896227479,0.553670108,0.164816961,0.641920984
1062,Kyrgyzstan,Commonwealth of Independent States,2010,4.996410847,8.32871151,0.885362923,61.59999847,0.720051169,-0.073847063,0.925793588,0.516307354,0.12346255,0.300620943
1063,Kyrgyzstan,Commonwealth of Independent States,2011,4.921049118,8.374398232,0.891404092,62.02000046,0.747808456,-0.156828687,0.932496965,0.579320967,0.151315898,0.436688751
1064,Kyrgyzstan,Commonwealth of Independent States,2012,5.207785606,8.356863976,0.856181741,62.43999863,0.702731669,-0.081130072,0.892036796,0.579561055,0.182383269,0.513287067
1065,Kyrgyzstan,Commonwealth of Independent States,2013,5.40242672,8.440615654,0.850715518,62.86000061,0.755036652,-0.087395735,0.899560452,0.595424235,0.13491118,0.43592
1066,Kyrgyzstan,Commonwealth of Independent States,2014,5.252192974,8.46000576,0.898024797,63.27999878,0.736290097,0.353035867,0.896767378,0.617240667,0.185025334,0.36819616
1067,Kyrgyzstan,Commonwealth of Independent States,2015,4.905375957,8.477441788,0.856584549,63.70000076,0.813175857,0.197422013,0.857725024,0.658385754,0.173476428,0.58429265
1068,Kyrgyzstan,Commonwealth of Independent States,2016,4.856534004,8.49951458,0.914375484,64.22499847,0.813939214,0.053844739,0.916922808,0.668045878,0.126099676,0.527570188
1069,Kyrgyzstan,Commonwealth of Independent States,2017,5.629536629,8.526488304,0.882586658,64.75,0.859389782,0.140636906,0.874494493,0.640433192,0.160438314,0.561672747
1070,Kyrgyzstan,Commonwealth of Independent States,2018,5.297383308,8.543475151,0.898147821,65.27500153,0.94494766,0.26450184,0.907405317,0.616886437,0.203300148,0.497065544
1071,Kyrgyzstan,Commonwealth of Independent States,2019,5.685220718,8.567575455,0.877027869,65.80000305,0.920436263,-0.004854264,0.884539902,0.624949574,0.207229063,0.507123172
1072,Kyrgyzstan,Commonwealth of Independent States,2020,6.249586105,8.460876465,0.902222991,66.32499695,0.934885323,0.103569753,0.931317508,0.672106743,0.257813066,0.493402541
1073,Kyrgyzstan,Commonwealth of Independent States,2021,5.563699722,8.479482651,0.904273272,66.84999847,0.91787082,0.203469187,0.90251559,0.659907758,0.226462573,0.582115293
1074,Kyrgyzstan,Commonwealth of Independent States,2022,5.667840958,8.51677227,0.92697078,67.375,0.948361576,0.235982418,0.876154184,0.646166146,0.203992382,
1085,Latvia,Central and Eastern Europe,2006,4.70950222,10.04218674,0.884498775,63.09999847,0.640807152,-0.233599529,0.937048614,0.590247095,0.234135449,0.291489393
1086,Latvia,Central and Eastern Europe,2007,4.666971684,10.14513016,0.835508585,63.40000153,0.700174093,-0.171169952,0.923952639,0.594059765,0.246862501,0.280693024
1087,Latvia,Central and Eastern Europe,2008,5.145375252,10.12260914,0.855418265,63.70000076,0.630111456,-0.207658932,0.926328242,0.632725835,0.214901268,0.190757662
1088,Latvia,Central and Eastern Europe,2009,4.668910503,9.985266685,0.806939304,64.0,0.437064558,-0.184679851,0.942090392,0.536985397,0.242196754,0.099944413
1089,Latvia,Central and Eastern Europe,2011,4.966811657,10.00411987,0.836042464,64.59999847,0.56446445,-0.004240889,0.9342556,0.562926173,0.221713215,0.107237339
1090,Latvia,Central and Eastern Europe,2012,5.125025272,10.08457756,0.851195216,64.90000153,0.563811779,-0.04164274,0.894979358,0.588138819,0.232224524,0.191219807
1091,Latvia,Central and Eastern Europe,2013,5.069770336,10.11516857,0.834022582,65.19999695,0.630507529,-0.076605313,0.836553633,0.604636908,0.227449417,0.233799666
1092,Latvia,Central and Eastern Europe,2014,5.729115486,10.1434288,0.881255507,65.5,0.670653164,-0.046703774,0.803687513,0.604619026,0.225979373,0.229044721
1093,Latvia,Central and Eastern Europe,2015,5.880597591,10.1897316,0.879372418,65.80000305,0.65639317,-0.081558466,0.808400393,0.559270859,0.22813718,0.298912108
1094,Latvia,Central and Eastern Europe,2016,5.940446377,10.2222805,0.917073965,65.90000153,0.685299277,-0.160982415,0.867639601,0.58328855,0.231383532,0.315261304
1095,Latvia,Central and Eastern Europe,2017,5.977817535,10.263731,0.895098746,66.0,0.699520111,-0.158778444,0.79837811,0.564854801,0.231753111,0.264000505
1096,Latvia,Central and Eastern Europe,2018,5.901154041,10.31066418,0.913276315,66.09999847,0.608207643,-0.21648632,0.798949242,0.52055192,0.191870555,0.1971623
1097,Latvia,Central and Eastern Europe,2019,5.969753742,10.34298897,0.935501277,66.19999695,0.697935104,-0.198384285,0.789227486,0.537305117,0.211630687,0.239407673
1098,Latvia,Central and Eastern Europe,2020,6.229008675,10.32772541,0.928012192,66.30000305,0.820111692,-0.083579808,0.808821976,0.673573732,0.201582372,0.30678907
1099,Latvia,Central and Eastern Europe,2021,6.353090763,10.37603378,0.954086423,66.40000153,0.815278113,-0.101973705,0.839525342,0.716414034,0.18593426,0.294602394
1100,Latvia,Central and Eastern Europe,2022,6.054838181,10.4066782,0.928089976,66.5,0.817082405,0.018949265,0.844229579,0.631815553,0.160736203,
1138,Lithuania,Central and Eastern Europe,2006,5.954442978,10.04229259,0.930439949,63.5,0.567254603,-0.298515499,0.966878653,0.56656003,0.25399825,0.205602363
1139,Lithuania,Central and Eastern Europe,2007,5.80828476,10.15950012,0.940791965,63.70000076,0.589662313,-0.285336435,0.966326058,0.522942126,0.279184252,0.26929301
1140,Lithuania,Central and Eastern Europe,2008,5.553925991,10.19559288,0.91366744,63.90000153,0.621060073,-0.263000309,0.960843027,0.501196086,0.275795698,0.161105841
1141,Lithuania,Central and Eastern Europe,2009,5.466920853,10.04607391,0.932608962,64.09999847,0.495955795,-0.306610018,0.978800118,0.525221646,0.270837814,0.126142234
1142,Lithuania,Central and Eastern Europe,2010,5.065824986,10.08342171,0.881810606,64.30000305,0.519352257,-0.27843678,0.962167203,0.462606311,0.27202931,0.114503264
1143,Lithuania,Central and Eastern Europe,2011,5.43243742,10.16464233,0.911411285,64.5,0.565797269,-0.151546523,0.963511646,0.555819511,0.274636686,0.18108657
1144,Lithuania,Central and Eastern Europe,2012,5.771037102,10.21577263,0.918690145,64.69999695,0.503027141,-0.276896715,0.956959248,0.556552887,0.277385563,0.145729542
1145,Lithuania,Central and Eastern Europe,2013,5.595689297,10.26077843,0.91251415,64.90000153,0.555815279,-0.240327045,0.936335504,0.539511204,0.293728739,0.384238273
1146,Lithuania,Central and Eastern Europe,2014,6.125723839,10.30413532,0.908239841,65.09999847,0.507947206,-0.267208517,0.956347883,0.564930737,0.286910683,0.344657153
1147,Lithuania,Central and Eastern Europe,2015,5.711378098,10.33358669,0.92852354,65.30000305,0.641470194,-0.257424742,0.92417407,0.533641696,0.276451677,0.367034554
1148,Lithuania,Central and Eastern Europe,2016,5.865552425,10.37117004,0.937873363,65.65000153,0.614239335,-0.27012518,0.949392676,0.552628219,0.249855742,0.279638559
1149,Lithuania,Central and Eastern Europe,2017,6.272940636,10.42708778,0.926316619,66.0,0.749307334,-0.177431226,0.789709866,0.590111554,0.19511883,0.32124728
1150,Lithuania,Central and Eastern Europe,2018,6.308878899,10.47578526,0.929350138,66.34999847,0.698945105,-0.240819216,0.851745069,0.518092513,0.213559717,0.323758096
1151,Lithuania,Central and Eastern Europe,2019,6.064097881,10.52364635,0.917577505,66.69999695,0.780266464,-0.255955368,0.782501221,0.56804961,0.276054353,0.407248467
1152,Lithuania,Central and Eastern Europe,2020,6.39137888,10.52316093,0.952544093,67.05000305,0.824060559,-0.127253518,0.829204798,0.626345754,0.201912001,0.474045336
1153,Lithuania,Central and Eastern Europe,2021,6.864572525,10.57912254,0.928175211,67.40000153,0.707402527,-0.119342811,0.877800763,0.66699332,0.191300765,0.303830445
1154,Lithuania,Central and Eastern Europe,2022,7.037577152,10.60183716,0.937096536,67.75,0.709662259,-0.190841839,0.684991181,0.471465677,0.131619066,
1155,Luxembourg,Western Europe,2009,6.957920074,11.62830639,0.938559353,70.30000305,0.939101696,0.117261507,0.431606978,0.713410318,0.238021523,0.824018121
1156,Luxembourg,Western Europe,2010,7.097251892,11.64696693,0.952371716,70.5,0.908303082,0.086879708,0.423341334,0.717743278,0.216064394,0.768445313
1157,Luxembourg,Western Europe,2011,7.101400375,11.63512897,0.934090614,70.69999695,0.961830735,0.09795773,0.3881706,0.743698657,0.200136617,0.770686686
1158,Luxembourg,Western Europe,2012,6.964097023,11.62747765,0.913907707,70.90000153,0.916520953,0.049343392,0.402753204,0.725599825,0.227411717,0.743670523
1159,Luxembourg,Western Europe,2013,7.130809307,11.63559151,0.916683257,71.09999847,0.789655447,-0.063244693,0.300811768,0.60076052,0.184799984,0.736690223
1160,Luxembourg,Western Europe,2014,6.89112711,11.63791466,0.875469446,71.30000305,0.937987685,0.098004028,0.366286784,0.760254264,0.170409396,0.662738323
1161,Luxembourg,Western Europe,2015,6.701571465,11.6367588,0.933604598,71.5,0.932256401,0.045660511,0.37539047,0.727877915,0.19305034,0.694678366
1162,Luxembourg,Western Europe,2016,6.967340946,11.66378784,0.941260576,71.52500153,0.882365346,0.011960748,0.356336325,0.706498742,0.192300707,0.678977847
1163,Luxembourg,Western Europe,2017,7.061380863,11.65256405,0.905435503,71.55000305,0.90282172,0.037715722,0.330173582,0.72573179,0.184467003,0.73892206
1164,Luxembourg,Western Europe,2018,7.242630959,11.64539528,0.902192414,71.57499695,0.883929849,-0.026822932,0.385146111,0.714694262,0.201894343,0.755200863
1165,Luxembourg,Western Europe,2019,7.404015541,11.64870167,0.912104547,71.59999847,0.930321217,-0.050124425,0.389598429,0.741738081,0.211639807,0.780171037
1166,Luxembourg,Western Europe,2022,7.227934837,11.6599493,0.877916992,71.67500305,0.915109932,0.023949623,0.345176458,0.718450427,0.218083575,
1224,Malta,Western Europe,2009,6.32763958,10.3526926,0.91577214,70.22000122,0.803179801,0.458152503,,0.625680208,0.357874334,0.439478427
1225,Malta,Western Europe,2010,5.77387476,10.40173531,0.9083215,70.40000153,0.802044392,0.27993542,,0.62371099,0.375302672,0.41225192
1226,Malta,Western Europe,2011,6.154718399,10.40214825,0.922639728,70.58000183,0.881921828,0.289619535,,0.637833834,0.339702874,0.492513239
1227,Malta,Western Europe,2012,5.962872028,10.43351746,0.921752036,70.76000214,0.860689878,0.345019877,,0.638694704,0.390503973,0.498758078
1228,Malta,Western Europe,2013,6.379924774,10.47276211,0.942231417,70.94000244,0.909436285,0.402377993,,0.629010856,0.369558126,0.661522508
1229,Malta,Western Europe,2014,6.45211792,10.52635288,0.941215873,71.12000275,0.903936625,0.397055984,0.669645309,0.605655909,0.352065593,0.721220315
1230,Malta,Western Europe,2015,6.61339426,10.59423065,0.918764889,71.30000305,0.91217804,0.340854287,0.663886309,0.640534222,0.35504058,0.734930515
1231,Malta,Western Europe,2016,6.590842247,10.60459614,0.930369377,71.34999847,0.916023612,0.340884507,0.696494639,0.644831896,0.355443776,0.618818283
1232,Malta,Western Europe,2017,6.675665855,10.68089676,0.937331796,71.40000153,0.923642933,0.245322362,0.690494537,0.665943563,0.302443117,0.75200516
1233,Malta,Western Europe,2018,6.909710884,10.70583916,0.931541502,71.44999695,0.927340686,0.172014534,0.595199883,0.666130424,0.295698792,0.757713675
1234,Malta,Western Europe,2019,6.73297739,10.72401428,0.921578526,71.5,0.923966825,0.079577953,0.689410567,0.641677618,0.356243938,0.704372525
1235,Malta,Western Europe,2020,6.156822681,10.61498928,0.937920272,71.55000305,0.930600464,-0.00296971,0.67462635,0.576041937,0.410913229,0.814707041
1236,Malta,Western Europe,2021,6.443715096,10.70680523,0.897113085,71.59999847,0.889073849,0.241765574,0.752515912,0.635253549,0.375325114,0.662024558
1237,Malta,Western Europe,2022,6.299238205,,0.932082772,71.65000153,0.837544084,,0.757539809,0.671103597,0.370075017,
1278,Moldova,Commonwealth of Independent States,2006,5.102071285,8.935538292,0.812182605,59.47999954,0.554478109,-0.166970164,0.926055431,0.553242445,0.254923016,0.406982303
1279,Moldova,Commonwealth of Independent States,2007,4.774918079,8.967413902,0.804191709,59.86000061,0.696194947,-0.188301861,0.929560363,0.518586636,0.305511504,0.304118574
1280,Moldova,Commonwealth of Independent States,2008,5.502756119,9.044425011,0.871552587,60.24000168,0.640617132,-0.058411729,0.925663769,0.565447807,0.283589244,0.208650127
1281,Moldova,Commonwealth of Independent States,2009,5.554374218,8.983812332,0.855883062,60.61999893,0.550858617,-0.101425,0.925061643,0.538923979,0.306487501,0.235415936
1282,Moldova,Commonwealth of Independent States,2010,5.589736462,9.053403854,0.847094715,61.0,0.598484814,-0.091159694,0.929309428,0.564043164,0.277520359,0.270747125
1283,Moldova,Commonwealth of Independent States,2011,5.792262554,9.110533714,0.869413555,61.38000107,0.62802279,-0.084542379,0.956644356,0.553495347,0.284829497,0.238943219
1284,Moldova,Commonwealth of Independent States,2012,5.995712757,9.104750633,0.826219797,61.75999832,0.602418542,-0.05239689,0.955484569,0.563796163,0.313725889,0.21462217
1285,Moldova,Commonwealth of Independent States,2013,5.75605917,9.191597939,0.802882969,62.13999939,0.657734275,-0.071667068,0.940632403,0.547656298,0.260602951,0.1450174
1286,Moldova,Commonwealth of Independent States,2014,5.917058468,9.240994453,0.804968834,62.52000046,0.623186231,-0.116123609,0.924806714,0.546722054,0.259689748,0.177369043
1287,Moldova,Commonwealth of Independent States,2015,6.017472267,9.245276451,0.8399055,62.90000153,0.595241427,-0.092726655,0.943118811,0.555981815,0.281455815,0.174305618
1288,Moldova,Commonwealth of Independent States,2016,5.577784061,9.300051689,0.83732146,63.29999924,0.557369471,-0.050467055,0.969482958,0.58627373,0.274551123,0.084061243
1289,Moldova,Commonwealth of Independent States,2017,5.325530529,9.363162994,0.83076793,63.70000076,0.552825212,-0.056035575,0.926333785,0.562596619,0.259477794,0.132729635
1290,Moldova,Commonwealth of Independent States,2018,5.682277203,9.422848701,0.89207989,64.09999847,0.823824346,-0.087572187,0.928719878,0.584049761,0.27007246,0.237631857
1291,Moldova,Commonwealth of Independent States,2019,5.803450584,9.47502327,0.809167087,64.5,0.783664584,-0.09557578,0.883822501,0.599834442,0.261620939,0.307176173
1292,Moldova,Commonwealth of Independent States,2020,5.811628819,9.409337044,0.874061763,64.90000153,0.859083235,-0.057646256,0.941438973,0.698010981,0.267836064,0.181308538
1293,Moldova,Commonwealth of Independent States,2021,5.959048748,9.547471046,0.879554033,65.30000305,0.832602262,-0.095501058,0.875060678,0.630283237,0.270110786,0.363787621
1294,Moldova,Commonwealth of Independent States,2022,5.686611652,9.540007591,0.816732645,65.69999695,0.828515828,-0.087219432,0.884788811,0.552044451,0.275563359,
1310,Montenegro,Central and Eastern Europe,2007,5.196315289,9.695925713,0.831840634,65.95999908,0.512067258,-0.137170851,0.814567804,0.536068201,0.339850873,0.497209966
1311,Montenegro,Central and Eastern Europe,2009,4.8010602,9.702045441,0.81598419,66.12000275,0.55636555,-0.104888737,0.838485658,0.533456802,0.422739923,
1312,Montenegro,Central and Eastern Europe,2010,5.455030441,9.727189064,0.804549336,66.19999695,0.552103698,-0.20988965,0.757207215,0.510351896,0.410302103,
1313,Montenegro,Central and Eastern Europe,2011,5.223116875,9.757913589,0.817631543,66.27999878,0.546081364,-0.229605079,0.762383521,0.509750843,0.378120005,
1314,Montenegro,Central and Eastern Europe,2012,5.218724251,9.729455948,0.704032779,66.36000061,0.46170637,-0.195966095,0.755059719,0.467812985,0.379281342,0.355399817
1315,Montenegro,Central and Eastern Europe,2013,5.074341774,9.763354301,0.735565186,66.44000244,0.502264977,-0.179485664,0.69337213,0.493074238,0.331081718,0.392235279
1316,Montenegro,Central and Eastern Europe,2014,5.282720566,9.780064583,0.862930357,66.51999664,0.50266552,0.09293133,0.768465519,0.544968426,0.367646754,0.402112842
1317,Montenegro,Central and Eastern Europe,2015,5.124921322,9.81284523,0.73963052,66.59999847,0.583317339,-0.147677779,0.781232595,0.534339011,0.337239444,0.399765968
1318,Montenegro,Central and Eastern Europe,2016,5.304066181,9.841679573,0.865743697,66.69999695,0.568633676,-0.091130361,0.848966599,0.547315359,0.336675465,0.325959235
1319,Montenegro,Central and Eastern Europe,2017,5.614798546,9.887653351,0.881199837,66.80000305,0.625906289,-0.086646661,0.755680025,0.493103802,0.349785089,0.351549894
1320,Montenegro,Central and Eastern Europe,2018,5.650189877,9.937419891,0.855979621,66.90000153,0.626431286,-0.054822855,0.768922508,0.527320683,0.354935259,0.398499161
1321,Montenegro,Central and Eastern Europe,2019,5.386024952,9.977564812,0.831624925,67.0,0.694162488,-0.108958878,0.81999737,0.546632111,0.365958124,0.405451059
1322,Montenegro,Central and Eastern Europe,2020,5.722162724,9.812590599,0.887129486,67.09999847,0.801855087,0.06348329,0.844687104,0.560456812,0.411377817,0.473739833
1380,Netherlands,Western Europe,2005,7.463979244,10.80906963,0.947357953,70.69999695,0.901007771,,0.57134223,0.700739443,0.232794717,0.429006547
1381,Netherlands,Western Europe,2007,7.451879501,10.87634659,0.943854094,70.77999878,0.896018088,0.34030652,0.445436567,0.718050301,0.213335603,0.661945999
1382,Netherlands,Western Europe,2008,7.631011963,10.89392567,0.944202244,70.81999969,0.883287251,0.361144722,0.418940485,0.67915082,0.181690425,0.617428839
1383,Netherlands,Western Europe,2010,7.501875877,10.85963345,0.956536889,70.90000153,0.921448231,0.345319569,0.398591846,0.745190442,0.206079304,0.636186302
1384,Netherlands,Western Europe,2011,7.563797951,10.87036133,0.938396096,70.94000244,0.92543155,0.331632972,0.359395891,0.770457447,0.181386188,0.603366792
1385,Netherlands,Western Europe,2012,7.470715523,10.85630417,0.938884676,70.98000336,0.877118647,0.284096241,0.433753788,0.752868414,0.226289868,0.574513912
1386,Netherlands,Western Europe,2013,7.406550407,10.85205364,0.924705446,71.01999664,0.918995857,0.30050984,0.504529953,0.764698267,0.23544322,0.542986929
1387,Netherlands,Western Europe,2014,7.32118845,10.86258888,0.908995748,71.05999756,0.910179615,0.327282339,0.45694837,0.775612891,0.220656529,0.525242269
1388,Netherlands,Western Europe,2015,7.324437141,10.87755871,0.879010439,71.09999847,0.903978765,0.257405758,0.41182211,0.742387831,0.202128634,0.579621017
1389,Netherlands,Western Europe,2016,7.540877342,10.89391708,0.925944209,71.17500305,0.907310009,0.234609216,0.43330425,0.73700738,0.214850739,0.572273314
1390,Netherlands,Western Europe,2017,7.458965302,10.91669846,0.936501324,71.25,0.920319736,0.246365696,0.363133639,0.729161143,0.184519842,0.669553638
1391,Netherlands,Western Europe,2018,7.463097095,10.93419456,0.939443171,71.32499695,0.919985175,0.157564297,0.370557785,0.747976542,0.204794183,0.656541049
1392,Netherlands,Western Europe,2019,7.42526865,10.94701099,0.941477478,71.40000153,0.88559252,0.208546594,0.360068113,0.728164434,0.230502278,0.616572261
1393,Netherlands,Western Europe,2020,7.504447937,10.90181923,0.943956137,71.47499847,0.934522629,0.146807,0.280604511,0.690658092,0.246511325,0.780745983
1394,Netherlands,Western Europe,2021,7.314151287,10.94407082,0.918759406,71.55000305,0.85629344,0.267292023,0.396572888,0.714353323,0.201159164,0.584738791
1395,Netherlands,Western Europe,2022,7.38963604,10.980937,0.928908408,71.625,0.868093491,0.224343896,0.459351808,0.711127639,0.198002592,
1458,North Macedonia,Central and Eastern Europe,2007,4.493598461,9.434601784,0.810537934,64.66000366,0.439399779,0.075269647,0.869545937,0.558355927,0.251122892,0.40461275
1459,North Macedonia,Central and Eastern Europe,2009,4.428021908,9.480810165,0.734430969,64.81999969,0.552173734,-0.046418175,0.843915761,0.487668097,0.370053828,
1460,North Macedonia,Central and Eastern Europe,2010,4.180202007,9.511734962,0.68685478,64.90000153,0.513183951,-0.062831566,0.856452644,0.472753972,0.313819051,
1461,North Macedonia,Central and Eastern Europe,2011,4.898180008,9.533145905,0.784300089,64.98000336,0.607463241,-0.091556266,0.865062475,0.503090858,0.36275062,
1462,North Macedonia,Central and Eastern Europe,2012,4.639647484,9.527357101,0.798305035,65.05999756,0.613055706,-0.088671833,0.919845164,0.550912976,0.421751916,0.369646579
1463,North Macedonia,Central and Eastern Europe,2013,5.186190605,9.554741859,0.832253754,65.13999939,0.640952647,0.020365,0.860541105,0.521264255,0.330875665,0.430279344
1464,North Macedonia,Central and Eastern Europe,2014,5.203825951,9.58872509,0.792998135,65.22000122,0.64474082,0.030431407,0.860599697,0.582850993,0.306998342,0.440928251
1465,North Macedonia,Central and Eastern Europe,2015,4.975589752,9.625226974,0.766368151,65.30000305,0.660318911,-0.050758671,0.824178994,0.550810456,0.299022079,0.367435127
1466,North Macedonia,Central and Eastern Europe,2016,5.34574604,9.652217865,0.871212244,65.5,0.706179321,0.075623147,0.869719028,0.587329805,0.292294681,0.256954134
1467,North Macedonia,Central and Eastern Europe,2017,5.233866692,9.662007332,0.79995513,65.69999695,0.752106607,-0.062972344,0.855697274,0.446869999,0.299390584,0.442916453
1468,North Macedonia,Central and Eastern Europe,2018,5.239834785,9.689579964,0.84891516,65.90000153,0.744800925,-0.045637872,0.909934342,0.511837602,0.298352867,0.396141589
1469,North Macedonia,Central and Eastern Europe,2019,5.015485287,9.727708817,0.814638495,66.09999847,0.724710405,0.019857395,0.922597229,0.515054047,0.303605884,0.265988678
1470,North Macedonia,Central and Eastern Europe,2020,5.053664207,9.666660309,0.750374198,66.30000305,0.787284732,0.129589304,0.877421141,0.541942358,0.365126073,0.324631155
1471,North Macedonia,Central and Eastern Europe,2021,5.534749985,9.709133148,0.808856964,66.5,0.79296577,0.19125995,0.884325325,0.563352823,0.303365707,0.359121591
1472,North Macedonia,Central and Eastern Europe,2022,5.166881561,9.73342514,0.849509358,66.69999695,0.72308898,0.071886517,0.93721509,0.554965317,0.277090907,
1473,Norway,Western Europe,2006,7.415682316,11.04845715,0.958511293,69.40000153,0.959532738,0.102744296,0.397150129,0.766967356,0.197113186,0.682717204
1474,Norway,Western Europe,2008,7.632287502,11.05990219,0.935878932,69.80000305,0.947288871,0.011978677,0.502776325,0.763017952,0.155095205,0.540759981
1475,Norway,Western Europe,2012,7.678277016,11.03473949,0.947657406,70.59999847,0.946565866,0.141395047,0.368042678,0.79849118,0.212821111,0.663340509
1476,Norway,Western Europe,2014,7.444470882,11.04116249,0.941161931,71.0,0.956316173,0.175213441,0.404825836,0.802207887,0.194354936,0.699690521
1477,Norway,Western Europe,2015,7.603433609,11.0506916,0.946833968,71.19999695,0.947620511,0.251130641,0.298814356,0.796320975,0.209409878,0.586871624
1478,Norway,Western Europe,2016,7.596331596,11.05254078,0.959742844,71.25,0.954352319,0.12709035,0.409666121,0.809430182,0.209262192,0.657646239
1479,Norway,Western Europe,2017,7.578744888,11.06743145,0.950127661,71.30000305,0.953016818,0.230604947,0.249711379,0.800106227,0.202913806,0.717159748
1480,Norway,Western Europe,2018,7.444262028,11.07195663,0.965961933,71.34999847,0.960429013,0.088390358,0.268201441,0.78560704,0.21186237,0.679502964
1481,Norway,Western Europe,2019,7.442139626,11.07263565,0.941784024,71.40000153,0.954044461,0.105307363,0.270571798,0.781727433,0.195486501,0.597986996
1482,Norway,Western Europe,2020,7.290032387,11.05955124,0.955979943,71.44999695,0.964561105,0.069376923,0.271083295,0.777274728,0.216033921,0.829234183
1483,Norway,Western Europe,2021,7.361573696,11.09227848,0.947877407,71.5,0.936379194,0.167681649,0.263276964,0.769433558,0.20719704,0.773523211
1484,Norway,Western Europe,2022,7.294604301,11.1112957,0.92657131,71.55000305,0.939022839,0.184594572,0.314442098,0.758709848,0.211092442,
1567,Poland,Central and Eastern Europe,2005,5.587209225,9.843979836,0.921527624,66.19999695,0.782473147,,0.982930899,0.610625982,0.282439232,0.06876874
1568,Poland,Central and Eastern Europe,2007,5.886137486,9.972894669,0.912639678,66.55999756,0.772223353,-0.050559837,0.925285518,0.665473282,0.237598762,0.187883481
1569,Poland,Central and Eastern Europe,2009,5.772027493,10.04115105,0.916798174,66.91999817,0.820649087,0.069927923,0.897762001,0.649224102,0.245965257,0.284511507
1570,Poland,Central and Eastern Europe,2010,5.887029648,10.07293129,0.95506531,67.09999847,0.794900477,-0.00119025,0.904697299,0.685517788,0.234237015,0.333801061
1571,Poland,Central and Eastern Europe,2011,5.646204948,10.12158489,0.904578626,67.27999878,0.868148923,-0.069783367,0.907953143,0.658624232,0.223810226,0.27237618
